subject,flow,ps,imp,dep,imp_cm3,dep_predict,dep_bestfit
PD02,18LPM,19,6498,0.999999993,108300,0.926872055,0.960952399
PD02,45LPM,19,16245,0.999999972,270750,0.983654132,0.991861576
PD08,18LPM,19,6498,0.99999999,108300,0.926872055,0.960952399
PD08,45LPM,19,16245,1.000000039,270750,0.983654132,0.991861576
PD20,18LPM,19,6498,0.999500295,108300,0.926872055,0.960952399
PD20,45LPM,19,16245,1.000000033,270750,0.983654132,0.991861576
PD21,18LPM,19,6498,0.999873176,108300,0.926872055,0.960952399
PD21,45LPM,19,16245,1.00000004,270750,0.983654132,0.991861576
PD09,18LPM,19,6498,0.99999999,108300,0.926872055,0.960952399
PD09,45LPM,19,16245,0.999999985,270750,0.983654132,0.991861576
PD19,18LPM,19,6498,0.99963033,108300,0.926872055,0.960952399
PD19,45LPM,19,16245,0.999999966,270750,0.983654132,0.991861576
PD10,18LPM,19,6498,0.99571674,108300,0.926872055,0.960952399
PD10,45LPM,19,16245,1.000000025,270750,0.983654132,0.991861576
PD13,18LPM,19,6498,0.998694215,108300,0.926872055,0.960952399
PD13,45LPM,19,16245,1.000000038,270750,0.983654132,0.991861576
PD01,18LPM,20,7200,0.95222735,120000,0.937847841,0.967145481
PD01,45LPM,20,18000,0.998668296,3.00E+05,0.986234062,0.993187114
PD07,18LPM,20,7200,0.942973779,120000,0.937847841,0.967145481
PD07,45LPM,20,18000,0.996087422,3.00E+05,0.986234062,0.993187114
PD03,18LPM,20,7200,0.986344957,120000,0.937847841,0.967145481
PD03,45LPM,20,18000,0.994679072,3.00E+05,0.986234062,0.993187114
PD02,18LPM,20,7200,1.000000034,120000,0.937847841,0.967145481
PD02,45LPM,20,18000,1.000000033,3.00E+05,0.986234062,0.993187114
PD08,18LPM,20,7200,1.000000025,120000,0.937847841,0.967145481
PD08,45LPM,20,18000,0.999999984,3.00E+05,0.986234062,0.993187114
PD20,18LPM,20,7200,0.999999997,120000,0.937847841,0.967145481
PD20,45LPM,20,18000,1.000000032,3.00E+05,0.986234062,0.993187114
PD21,18LPM,20,7200,0.99986952,120000,0.937847841,0.967145481
PD21,45LPM,20,18000,1.000000009,3.00E+05,0.986234062,0.993187114
PD09,18LPM,20,7200,0.99999996,120000,0.937847841,0.967145481
PD09,45LPM,20,18000,1.000000001,3.00E+05,0.986234062,0.993187114
PD19,18LPM,20,7200,1.000000025,120000,0.937847841,0.967145481
PD19,45LPM,20,18000,0.999887176,3.00E+05,0.986234062,0.993187114
PD10,18LPM,20,7200,0.998575429,120000,0.937847841,0.967145481
PD10,45LPM,20,18000,1.000000013,3.00E+05,0.986234062,0.993187114
PD13,18LPM,20,7200,0.999032042,120000,0.937847841,0.967145481
PD13,45LPM,20,18000,1.000000007,3.00E+05,0.986234062,0.993187114
PD01,18LPM,21,7938,0.96949692,132300,0.946843263,0.972148856
PD01,45LPM,21,19845,0.999487739,330750,0.9883137,0.994248226
PD07,18LPM,21,7938,0.961913281,132300,0.946843263,0.972148856
PD07,45LPM,21,19845,0.996054335,330750,0.9883137,0.994248226
PD03,18LPM,21,7938,0.989721814,132300,0.946843263,0.972148856
PD03,45LPM,21,19845,0.991710519,330750,0.9883137,0.994248226
PD02,18LPM,21,7938,1.000000002,132300,0.946843263,0.972148856
PD02,45LPM,21,19845,1,330750,0.9883137,0.994248226
PD08,18LPM,21,7938,1.000000018,132300,0.946843263,0.972148856
PD08,45LPM,21,19845,0.999999983,330750,0.9883137,0.994248226
PD20,18LPM,21,7938,0.99999996,132300,0.946843263,0.972148856
PD20,45LPM,21,19845,1.000000047,330750,0.9883137,0.994248226
PD21,18LPM,21,7938,1.000000047,132300,0.946843263,0.972148856
PD21,45LPM,21,19845,0.999999996,330750,0.9883137,0.994248226
PD09,18LPM,21,7938,1,132300,0.946843263,0.972148856
PD09,45LPM,21,19845,1.000000024,330750,0.9883137,0.994248226
PD19,18LPM,21,7938,0.999870428,132300,0.946843263,0.972148856
PD19,45LPM,21,19845,0.999999959,330750,0.9883137,0.994248226
PD10,18LPM,21,7938,0.999198532,132300,0.946843263,0.972148856
PD10,45LPM,21,19845,0.999999992,330750,0.9883137,0.994248226
PD13,18LPM,21,7938,1.000000028,132300,0.946843263,0.972148856
PD13,45LPM,21,19845,1.000000005,330750,0.9883137,0.994248226
PD01,18LPM,22,8712,0.98744062,145200,0.954264094,0.976225564
PD01,45LPM,22,21780,0.999487741,363000,0.990006247,0.995106424
PD07,18LPM,22,8712,0.970988234,145200,0.954264094,0.976225564
PD07,45LPM,22,21780,0.993246968,363000,0.990006247,0.995106424
PD03,18LPM,22,8712,0.990916826,145200,0.954264094,0.976225564
PD03,45LPM,22,21780,0.98595059,363000,0.990006247,0.995106424
PD02,18LPM,22,8712,0.99999995,145200,0.954264094,0.976225564
PD02,45LPM,22,21780,1.000000045,363000,0.990006247,0.995106424
PD08,18LPM,22,8712,1.000000037,145200,0.954264094,0.976225564
PD08,45LPM,22,21780,1,363000,0.990006247,0.995106424
PD20,18LPM,22,8712,1.00000001,145200,0.954264094,0.976225564
PD20,45LPM,22,21780,0.999999968,363000,0.990006247,0.995106424
PD21,18LPM,22,8712,1,145200,0.954264094,0.976225564
PD21,45LPM,22,21780,0.999999975,363000,0.990006247,0.995106424
PD09,18LPM,22,8712,1.00000004,145200,0.954264094,0.976225564
PD09,45LPM,22,21780,0.999999976,363000,0.990006247,0.995106424
PD19,18LPM,22,8712,0.999999914,145200,0.954264094,0.976225564
PD19,45LPM,22,21780,0.999999948,363000,0.990006247,0.995106424
PD10,18LPM,22,8712,0.999172809,145200,0.954264094,0.976225564
PD10,45LPM,22,21780,0.999999954,363000,0.990006247,0.995106424
PD13,18LPM,22,8712,1.00000001,145200,0.954264094,0.976225564
PD13,45LPM,22,21780,0.999999957,363000,0.990006247,0.995106424
PD01,18LPM,23,9522,0.992742079,158700,0.96042555,0.979573983
PD01,45LPM,23,23805,0.99999999,396750,0.991396001,0.995807062
PD07,18LPM,23,9522,0.976985476,158700,0.96042555,0.979573983
PD07,45LPM,23,23805,0.996417412,396750,0.991396001,0.995807062
PD03,18LPM,23,9522,0.995137123,158700,0.96042555,0.979573983
PD03,45LPM,23,23805,0.991403046,396750,0.991396001,0.995807062
PD02,18LPM,23,9522,0.999999988,158700,0.96042555,0.979573983
PD02,45LPM,23,23805,1,396750,0.991396001,0.995807062
PD08,18LPM,23,9522,0.999999955,158700,0.96042555,0.979573983
PD08,45LPM,23,23805,1,396750,0.991396001,0.995807062
PD20,18LPM,23,9522,0.99999999,158700,0.96042555,0.979573983
PD20,45LPM,23,23805,0.999999958,396750,0.991396001,0.995807062
PD21,18LPM,23,9522,0.999999952,158700,0.96042555,0.979573983
PD21,45LPM,23,23805,1,396750,0.991396001,0.995807062
PD09,18LPM,23,9522,1.00000004,158700,0.96042555,0.979573983
PD09,45LPM,23,23805,1,396750,0.991396001,0.995807062
PD19,18LPM,23,9522,0.999999909,158700,0.96042555,0.979573983
PD19,45LPM,23,23805,0.999999995,396750,0.991396001,0.995807062
PD10,18LPM,23,9522,0.999571685,158700,0.96042555,0.979573983
PD10,45LPM,23,23805,1.000000049,396750,0.991396001,0.995807062
PD13,18LPM,23,9522,0.999870865,158700,0.96042555,0.979573983
PD13,45LPM,23,23805,1.000000012,396750,0.991396001,0.995807062
PD01,18LPM,24,10368,0.994927733,172800,0.965573495,0.982345051
PD01,45LPM,24,25920,0.999795071,432000,0.992546497,0.996384021
PD07,18LPM,24,10368,0.981648942,172800,0.965573495,0.982345051
PD07,45LPM,24,25920,0.998981234,432000,0.992546497,0.996384021
PD03,18LPM,24,10368,0.996008646,172800,0.965573495,0.982345051
PD03,45LPM,24,25920,0.996167284,432000,0.992546497,0.996384021
PD02,18LPM,24,10368,0.999999981,172800,0.965573495,0.982345051
PD02,45LPM,24,25920,1,432000,0.992546497,0.996384021
PD08,18LPM,24,10368,0.99999996,172800,0.965573495,0.982345051
PD08,45LPM,24,25920,1,432000,0.992546497,0.996384021
PD20,18LPM,24,10368,1.00000002,172800,0.965573495,0.982345051
PD20,45LPM,24,25920,0.999999956,432000,0.992546497,0.996384021
PD21,18LPM,24,10368,0.99999996,172800,0.965573495,0.982345051
PD21,45LPM,24,25920,1,432000,0.992546497,0.996384021
PD09,18LPM,24,10368,0.99999997,172800,0.965573495,0.982345051
PD09,45LPM,24,25920,1.000000012,432000,0.992546497,0.996384021
PD19,18LPM,24,10368,0.999999987,172800,0.965573495,0.982345051
PD19,45LPM,24,25920,1.000000011,432000,0.992546497,0.996384021
PD10,18LPM,24,10368,0.999110211,172800,0.965573495,0.982345051
PD10,45LPM,24,25920,1.00000004,432000,0.992546497,0.996384021
PD13,18LPM,24,10368,0.999999961,172800,0.965573495,0.982345051
PD13,45LPM,24,25920,1,432000,0.992546497,0.996384021
PD01,18LPM,25,11250,0.995850204,187500,0.969900655,0.984654626
PD01,45LPM,25,28125,0.999692702,468750,0.993506149,0.996862919
PD07,18LPM,25,11250,0.98447636,187500,0.969900655,0.984654626
PD07,45LPM,25,28125,0.999655939,468750,0.993506149,0.996862919
PD03,18LPM,25,11250,0.997110345,187500,0.969900655,0.984654626
PD03,45LPM,25,28125,0.998000715,468750,0.993506149,0.996862919
PD02,18LPM,25,11250,1.000000043,187500,0.969900655,0.984654626
PD02,45LPM,25,28125,1,468750,0.993506149,0.996862919
PD08,18LPM,25,11250,1.000000031,187500,0.969900655,0.984654626
PD08,45LPM,25,28125,1,468750,0.993506149,0.996862919
PD20,18LPM,25,11250,1,187500,0.969900655,0.984654626
PD20,45LPM,25,28125,1.000000012,468750,0.993506149,0.996862919
PD21,18LPM,25,11250,0.99999998,187500,0.969900655,0.984654626
PD21,45LPM,25,28125,1,468750,0.993506149,0.996862919
PD09,18LPM,25,11250,0.99999999,187500,0.969900655,0.984654626
PD09,45LPM,25,28125,1,468750,0.993506149,0.996862919
PD19,18LPM,25,11250,1.000000047,187500,0.969900655,0.984654626
PD19,45LPM,25,28125,0.999999983,468750,0.993506149,0.996862919
PD10,18LPM,25,11250,0.999690987,187500,0.969900655,0.984654626
PD10,45LPM,25,28125,1.000000079,468750,0.993506149,0.996862919
PD13,18LPM,25,11250,0.999999974,187500,0.969900655,0.984654626
PD13,45LPM,25,28125,1.000000014,468750,0.993506149,0.996862919
PD01,18LPM,26,12168,0.998004641,202800,0.97355895,0.986592405
PD01,45LPM,26,30420,0.999487795,507000,0.994312241,0.997263347
PD07,18LPM,26,12168,0.987753306,202800,0.97355895,0.986592405
PD07,45LPM,26,30420,0.998724901,507000,0.994312241,0.997263347
PD03,18LPM,26,12168,0.997974707,202800,0.97355895,0.986592405
PD03,45LPM,26,30420,0.999403743,507000,0.994312241,0.997263347
PD02,18LPM,26,12168,1.000000045,202800,0.97355895,0.986592405
PD02,45LPM,26,30420,1.00000002,507000,0.994312241,0.997263347
PD08,18LPM,26,12168,0.999999983,202800,0.97355895,0.986592405
PD08,45LPM,26,30420,1,507000,0.994312241,0.997263347
PD20,18LPM,26,12168,0.999999959,202800,0.97355895,0.986592405
PD20,45LPM,26,30420,1.000000027,507000,0.994312241,0.997263347
PD21,18LPM,26,12168,0.99999996,202800,0.97355895,0.986592405
PD21,45LPM,26,30420,1,507000,0.994312241,0.997263347
PD09,18LPM,26,12168,1.000000036,202800,0.97355895,0.986592405
PD09,45LPM,26,30420,0.999999983,507000,0.994312241,0.997263347
PD19,18LPM,26,12168,0.999999995,202800,0.97355895,0.986592405
PD19,45LPM,26,30420,1.00000003,507000,0.994312241,0.997263347
PD10,18LPM,26,12168,0.999516502,202800,0.97355895,0.986592405
PD10,45LPM,26,30420,1.000000024,507000,0.994312241,0.997263347
PD13,18LPM,26,12168,0.999860034,202800,0.97355895,0.986592405
PD13,45LPM,26,30420,1.000000026,507000,0.994312241,0.997263347
PD01,18LPM,27,13122,0.999096767,218700,0.976668839,0.98822841
PD01,45LPM,27,32805,0.999999998,546750,0.994993763,0.997600442
PD07,18LPM,27,13122,0.988982835,218700,0.976668839,0.98822841
PD07,45LPM,27,32805,0.999765291,546750,0.994993763,0.997600442
PD03,18LPM,27,13122,0.998578999,218700,0.976668839,0.98822841
PD03,45LPM,27,32805,0.999516113,546750,0.994993763,0.997600442
PD02,18LPM,27,13122,1.000000016,218700,0.976668839,0.98822841
PD02,45LPM,27,32805,1,546750,0.994993763,0.997600442
PD08,18LPM,27,13122,1.000000011,218700,0.976668839,0.98822841
PD08,45LPM,27,32805,1,546750,0.994993763,0.997600442
PD20,18LPM,27,13122,0.999999994,218700,0.976668839,0.98822841
PD20,45LPM,27,32805,0.999999955,546750,0.994993763,0.997600442
PD21,18LPM,27,13122,1.000000021,218700,0.976668839,0.98822841
PD21,45LPM,27,32805,0.999999976,546750,0.994993763,0.997600442
PD09,18LPM,27,13122,1.000000039,218700,0.976668839,0.98822841
PD09,45LPM,27,32805,1,546750,0.994993763,0.997600442
PD19,18LPM,27,13122,0.999999961,218700,0.976668839,0.98822841
PD19,45LPM,27,32805,0.99999996,546750,0.994993763,0.997600442
PD10,18LPM,27,13122,0.999999951,218700,0.976668839,0.98822841
PD10,45LPM,27,32805,0.999999993,546750,0.994993763,0.997600442
PD13,18LPM,27,13122,0.999855897,218700,0.976668839,0.98822841
PD13,45LPM,27,32805,1.000000043,546750,0.994993763,0.997600442
PD01,18LPM,28,14112,0.99988489,235200,0.979326406,0.989617745
PD01,45LPM,28,35280,0.999999981,588000,0.995573466,0.997886015
PD07,18LPM,28,14112,0.991537394,235200,0.979326406,0.989617745
PD07,45LPM,28,35280,0.999881048,588000,0.995573466,0.997886015
PD03,18LPM,28,14112,0.998685447,235200,0.979326406,0.989617745
PD03,45LPM,28,35280,0.999509087,588000,0.995573466,0.997886015
PD02,18LPM,28,14112,1.00000001,235200,0.979326406,0.989617745
PD02,45LPM,28,35280,1,588000,0.995573466,0.997886015
PD08,18LPM,28,14112,1.000000004,235200,0.979326406,0.989617745
PD08,45LPM,28,35280,1,588000,0.995573466,0.997886015
PD20,18LPM,28,14112,1.000000001,235200,0.979326406,0.989617745
PD20,45LPM,28,35280,0.99999998,588000,0.995573466,0.997886015
PD21,18LPM,28,14112,0.999999977,235200,0.979326406,0.989617745
PD21,45LPM,28,35280,1.000000021,588000,0.995573466,0.997886015
PD09,18LPM,28,14112,1.000000047,235200,0.979326406,0.989617745
PD09,45LPM,28,35280,1,588000,0.995573466,0.997886015
PD19,18LPM,28,14112,1.000000037,235200,0.979326406,0.989617745
PD19,45LPM,28,35280,0.999999954,588000,0.995573466,0.997886015
PD10,18LPM,28,14112,0.999643449,235200,0.979326406,0.989617745
PD10,45LPM,28,35280,0.999999972,588000,0.995573466,0.997886015
PD13,18LPM,28,14112,0.999999971,235200,0.979326406,0.989617745
PD13,45LPM,28,35280,0.999999976,588000,0.995573466,0.997886015
PD01,18LPM,29,15138,0.999882611,252300,0.981608758,0.990804104
PD01,45LPM,29,37845,1.000000044,630750,0.996069352,0.998129362
PD07,18LPM,29,15138,0.997228599,252300,0.981608758,0.990804104
PD07,45LPM,29,37845,0.999759308,630750,0.996069352,0.998129362
PD03,18LPM,29,15138,0.999402056,252300,0.981608758,0.990804104
PD03,45LPM,29,37845,1.000000006,630750,0.996069352,0.998129362
PD02,18LPM,29,15138,0.999999951,252300,0.981608758,0.990804104
PD02,45LPM,29,37845,1,630750,0.996069352,0.998129362
PD08,18LPM,29,15138,1,252300,0.981608758,0.990804104
PD08,45LPM,29,37845,1,630750,0.996069352,0.998129362
PD20,18LPM,29,15138,1.000000022,252300,0.981608758,0.990804104
PD20,45LPM,29,37845,1.000000038,630750,0.996069352,0.998129362
PD21,18LPM,29,15138,1.000000032,252300,0.981608758,0.990804104
PD21,45LPM,29,37845,1,630750,0.996069352,0.998129362
PD09,18LPM,29,15138,0.999999981,252300,0.981608758,0.990804104
PD09,45LPM,29,37845,0.999999991,630750,0.996069352,0.998129362
PD19,18LPM,29,15138,1.000000039,252300,0.981608758,0.990804104
PD19,45LPM,29,37845,1.000000006,630750,0.996069352,0.998129362
PD10,18LPM,29,15138,0.999624119,252300,0.981608758,0.990804104
PD10,45LPM,29,37845,0.999999985,630750,0.996069352,0.998129362
PD13,18LPM,29,15138,0.999999986,252300,0.981608758,0.990804104
PD13,45LPM,29,37845,0.999999975,630750,0.996069352,0.998129362
PD01,18LPM,30,16200,0.999999961,270000,0.983578137,0.991822387
PD01,45LPM,30,40500,1.000000047,675000,0.996495783,0.998337863
PD07,18LPM,30,16200,0.999149656,270000,0.983578137,0.991822387
PD07,45LPM,30,40500,0.999999983,675000,0.996495783,0.998337863
PD03,18LPM,30,16200,1.000000039,270000,0.983578137,0.991822387
PD03,45LPM,30,40500,1,675000,0.996495783,0.998337863
PD02,18LPM,30,16200,1,270000,0.983578137,0.991822387
PD02,45LPM,30,40500,1,675000,0.996495783,0.998337863
PD08,18LPM,30,16200,1,270000,0.983578137,0.991822387
PD08,45LPM,30,40500,1,675000,0.996495783,0.998337863
PD20,18LPM,30,16200,1.000000043,270000,0.983578137,0.991822387
PD20,45LPM,30,40500,0.999999979,675000,0.996495783,0.998337863
PD21,18LPM,30,16200,1.000000029,270000,0.983578137,0.991822387
PD21,45LPM,30,40500,1,675000,0.996495783,0.998337863
PD09,18LPM,30,16200,1.000000038,270000,0.983578137,0.991822387
PD09,45LPM,30,40500,1,675000,0.996495783,0.998337863
PD19,18LPM,30,16200,0.999999971,270000,0.983578137,0.991822387
PD19,45LPM,30,40500,0.999999969,675000,0.996495783,0.998337863
PD10,18LPM,30,16200,0.999999947,270000,0.983578137,0.991822387
PD10,45LPM,30,40500,0.999999999,675000,0.996495783,0.998337863
PD13,18LPM,30,16200,1.000000054,270000,0.983578137,0.991822387
PD13,45LPM,30,40500,0.999999973,675000,0.996495783,0.998337863
