subject,ps,stk1,stk2,stk3,dep
PD09-45LPM,ps29,1.46068157918659,8.97511983054624,0.99549895191938,0.9999999907
PD19-18LPM,ps29,0.160958298807254,12.5823788264376,0.298638948020826,1.0000000391
PD19-45LPM,ps29,0.402395747018135,31.4559470660941,0.746597370052064,1.000000006
PD10-18LPM,ps29,0.205061803926912,1.74281644829773,0.143865523364788,0.999624119
PD10-45LPM,ps29,0.512654509817279,4.35704112074434,0.35966380841197,0.999999985
PD13-18LPM,ps29,0.246781597032296,0.750458935515415,0.394136874356461,0.999999986
PD13-45LPM,ps29,0.61695399258074,1.87614733878854,0.985342185891154,0.9999999749
PD01-18LPM,ps30,0.229260030104498,0.874995339230686,0.273876269923372,0.999999961
PD01-45LPM,ps30,0.573150075261245,2.18748834807671,0.684690674808429,1.0000000466
PD07-18LPM,ps30,0.327221624455215,0.595291298426305,0.179335790466361,0.9991496561
PD07-45LPM,ps30,0.818054061138037,1.48822824606576,0.448339476165903,0.9999999825
PD03-18LPM,ps30,0.236826728915442,1.49829194240224,0.409583298579044,1.0000000389
PD03-45LPM,ps30,0.592066822288606,3.74572985600559,1.02395824644761,1
PD02-18LPM,ps30,0.281714994152614,1.39471932925152,0.384239210321673,1
PD02-45LPM,ps30,0.704287486635243,3.48679832312881,0.960598025804182,1
PD08-18LPM,ps30,0.589446899370547,4.11567959792894,0.383749393875009,1
PD08-45LPM,ps30,1.47361724842637,10.2891989948223,0.959373484687521,1
PD20-18LPM,ps30,0.334534357827753,1.26793308810327,0.380770238259788,1.000000043
PD20-45LPM,ps30,0.836335894569382,3.16983272025817,0.95192559564947,0.9999999793
PD21-18LPM,ps30,0.237502115135489,0.616058091110277,0.56300226495028,1.000000029
PD21-45LPM,ps30,0.593755287838724,1.54014522777569,1.4075056623757,1
PD09-18LPM,ps30,0.625141389946552,3.84116495049455,0.426052883366801,1.000000038
PD09-45LPM,ps30,1.56285347486638,9.60291237623637,1.065132208417,1
PD19-18LPM,ps30,0.172217025383165,13.4624922715421,0.319528173898583,0.999999971
PD19-45LPM,ps30,0.430542563457913,33.6562306788551,0.798820434746457,0.999999969
PD10-18LPM,ps30,0.21940548672354,1.86472314095533,0.153928642839008,0.9999999472
PD10-45LPM,ps30,0.548513716808851,4.66180785238832,0.384821607097519,0.9999999994
PD13-18LPM,ps30,0.264043499932255,0.802952109362483,0.421705998376451,1.000000054
PD13-45LPM,ps30,0.660108749830636,2.00738027340621,1.05426499594113,0.9999999727
